plant_code,plant_name,latitude,longitude
56347,Cedar Ridge,43.692647,-88.329742
56348,Laverne Diesel Generating Plant,36.7106,-99.8906
56349,Quail Run Energy Center,31.8414,-102.315
56350,Colorado Bend Energy Center,29.2878,-96.0683
56351,Spearville,37.8641,-99.7528
56352,Tampa Electric Co NA 2,27.9072,-82.4231
56353,Tampa Electric Co NA 3,27.796255,-82.399486
56354,Tampa Electric Co NA 4, , 
56355,Whispering Willow Wind Farm - East,42.630513,-93.206389
56356,Clearwater Power Plant,33.8912,-117.6085
56357,FPL Energy Burleigh County Wind,47.1167,-100.7333
56358,Western Renewable Energy,34.093006,-109.289979
56359,Klondike Windpower II,45.571,-120.593
56360,Leaning Juniper,45.652457,-120.209783
56361,Big Horn Wind Project,45.8877,-120.2896
56362,Shiloh I Wind Project,38.12,-121.85
56363,Danville New Design Plant,36.6308,-79.3894
56364,Danville Kentuck Road Plant,36.6533,-79.2906
56365,Danville Westover Plant,36.6114,-79.4631
56366,Lake Area Landfill Gas Recovery,45.838333,-91.691944
56367,Electric Avenue Facility,38.28,-77.59
56368,Water Treatment Plant Generators,38.760695,-77.62089
56369,Casselman Wind Power Project,39.85,-79.138
56370,Ecogen Wind,42.586944,-77.3125
56371,Cedar Creek Wind,40.8944,-104.0206
56372,Sweetwater Wind 5,32.236944,-100.4833
56373,Domain Integrated Energy System,30.397419,-97.724992
56374,Robert Mueller Energy Center,30.304994,-97.707675
56376,Pike County Wind Power,39.6189,-90.8461
56377,Judith Gap Wind Energy Center,46.5725,-109.7531
56378,Pakini Nui Wind Farm,18.9742,-155.6914
56379,Victory Wind Farm,42.1169,-95.1292
56380,Centennial Wind Farm,36.637733,-99.601869
56383,Northern Iowa Windpower II,43.3608,-93.2978
56386,Top of Iowa Windfarm III,43.3597,-93.3208
56391,Blue Sky Green Field Wind Project,43.8794,-88.2708
56392,FPL Energy Oliver Wind I LLC,47.152847,-101.197716
56394,Forest Creek Wind Farm LLC,32.039,-101.22
56395,Mesquite Wind Power LLC,32.6256,-99.4928
56397,Hunlock Unit 4,41.2025,-76.068333
56398,Jordanville Wind Farm,43.5,-75
56399,Lempster Wind LLC,43.233,-72.1455
56400,Treasure Coast Energy Center,27.383889,-80.3775
56401,UTSA TEP II,29.5817,-98.6186
56404,Noble Hill Landfill,37.3811,-93.3514
56405,Nevada Solar One,35.799798,-114.98173
56406,Sierra Pacific Burlington Facility,48.4481,-122.4331
56407,West County Energy Center,26.6986,-80.3747
56408,Agriwind LLC,41.3017,-89.6236
56409,Stahl Wind Energy,44.0256,-96.4303
56410,Carstensen Wind,44.0247,-96.4369
56411,Northern Lights Wind LLC,44.015,-96.4367
56412,Lucky Wind,44.0211,-96.4406
56413,Greenback Energy,44.0208,-96.4331
56414,Redwood Falls Wind,44.502778,-95.175
56415,Fairmont Wind,43.575,-94.446667
56416,Michigan Wind 1 LLC,43.7092,-82.9633
56417,Westchester Gas Recovery,41.835,-87.9014
56418,Des Plaines Gas Recovery,42.1019,-87.8811
56419,Beecher Gas Recovery,41.38109,-87.637542
56420,Renick Run Pumping Station 03-04,39.9294,-83.012
56421,PS ST-8 Engine No 1,39.961419,-83.049072
56422,ST-1/1A Engine No 1,39.95,-83.015833
56423,Dodge Park Engine No 1,39.952367,-83.014425
56424,Mower County Wind Energy Center,43.61407,-92.59882
56426,Ameresco Chicopee Energy,42.162647,-72.536701
56427,Ameresco Janesville,42.7083,-89.0208
56428,Ameresco Santa Cruz Energy,36.9178,-121.8156
56429,Ameresco Delaware South,38.5992,-75.4342
56430,Ameresco Delaware Central,39.0339,-75.7233
56432,Wildorado Wind LLC,35.291944,-102.303056
56433,Pine Tree Wind Power Project,35.248006,-118.175356
56434,Burley Butte Windpark,42.490341,-113.926605
56435,Golden Valley Wind Park LLC,42.436804,-113.925536
56437,Milner Dam Wind Park LLC,42.460629,-114.017297
56439,Oregon Trail Wind Park,42.840556,-114.989722
56440,Pilgrim Stage Wind Park,42.7975,-114.998611
56441,Salmon Falls Wind Park,42.681944,-114.989167
56442,Thousand Springs Wind Park,42.870278,-114.967778
56443,Tuana Gulch Wind Park,42.836854,-114.969342
56445,Spindle Hill Energy Center,40.092192,-104.887844
56446,Buena Vista Energy LLC,37.805,-121.6672
56447,Hawi  Wind Farm,20.257252,-155.850382
56448,Mars Hill Wind Farm Project,46.54422,-67.8111
56449,Kaheawa Pastures Wind Farm,20.81421,-156.551
56450,GSG LLC,41.643611,-89.173056
56451,Allegheny Ridge Wind Farm,40.383889,-78.579444
56452,Medicine Bow Fuel & Power LLC,42.046111,-106.193611
56453,Robinson Power Company LLC,40.409167,-80.298056
56456,Plum Point Energy Station,35.6644,-89.9489
56457,Post Wind Farm LP,32.92544,-101.219397
56458,Hobbs Generating Station,32.728333,-103.309444
56459,MinnDakota Wind LLC,44.2667,-96.3444
56460,Twin Buttes Wind Project,37.6735,-102.8622
56461,Dry Creek LFG to Energy Project,42.3844,-122.7718
56462,Geneva Generation Facility,41.8911,-88.2711
56463,Oak Ridge LFGTE,40.721322,-86.342144
56464,Jay County LFGTE,40.379703,-85.088192
56465,Liberty I & II LFGTE,40.885556,-86.704444
56466,Marengo Wind Plant,46.3747,-117.7772
56467,Russell City Energy Center,37.63466,-122.13381
56468,Klondike Windpower III,45.5836,-120.5042
56469,Roseburg Forest Products Biomass,41.435556,-122.376944
56470,Locust Ridge,40.855,-76.1292
56471,McGrath Peaker,34.205556,-119.246944
56472,Grapeland Peaker,34.0903,-117.5343
56473,Mira Loma Peaker,34.0053,-117.5604
56474,Barre Peaker,33.8073,-117.9832
56475,Center Peaker,33.9296,-118.1046
56476,Gateway Generating Station,38.0175,-121.7587
56478,MJMEUC Generating Station #1,39.251076,-91.640071
56479,Sand Bluff Wind Farm,31.991442,-101.302637
56480,Marshfield Utilities Gas Plant,44.634722,-90.134444
56481,SunE Alamosa,37.690304,-105.880501
56482,Black Mountain Generating Station,35.0361,-114.1594
56483,Post Oak Wind LLC,32.5144,-99.6564
56484,Buffalo Gap 2 Wind Farm,32.318221,-100.176986
56485,Biglow Canyon Wind Farm,45.653745,-120.603414
56487,White Creek Wind Farm,45.815467,-120.341883
56488,Smoky Hills Wind Project Phase I,38.879936,-98.160159
56489,Elkins Generating Center,35.9714,-94.0014
56491,Dean Drive Area Electric Generators,38.7486,-77.4908
56493,Buffalo Mountain Energy Center,36.127092,-84.344168
56494,Prairie Star Wind Farm,43.6861,-92.6272
56495,NedPower Mount Storm,39.2175,-79.2094
56496,Phillips 66 Billings Refinery,45.7769,-108.4911
56497,Goodman Energy Center,38.9303,-99.3617
56498,Mora Drop Hydroelectric Project,43.460012,-116.47254
56499,Tiber Dam Hydroelectric Plant,48.318,-111.1018
56500,Western 102 Power Plant,39.5603,-119.5108
56501,Pomeroy Wind Farm,42.5842,-94.7467
56502,Emporia Energy Center,38.445883,-96.065247
56503,Riley Generating Station,42.8333,-86.0053
56504,Municipal Power Plant,42.8129,-86.0335
56505,Jonesboro City Water & Light Plant,35.848561,-90.725377
56506,Scurry County Wind LP,32.7204,-100.9952
56509,Tesoro SLC Cogeneration Plant,40.7931,-111.9038
56510,Frey Farm Landfill,39.9589,-76.4442
56511,Pennsauken Landfill,39.9894,-75.04
56512,GLRA Landfill,40.3664,-76.4931
56513,Whitemarsh Central Utility Plant,40.0975,-75.2428
56514,Kalaeoloa Pole Yard DG,21.3014,-158.0958
56515,CEIP Substation Distributed Generation,21.3278,-158.0964
56516,Plains End II LLC,39.8586,-105.2256
56517,West Diesel Generation Unit,42.730291,-94.664394
56518,South Energy Center,29.6383,-82.34
56519,Salem Electric Department,37.2894,-80.07
56520,Deertrack Park Gas Recovery,43.089999,-88.739677
56521,Lake Mills Gas Recovery,43.3864,-93.5589
56522,Springhill Gas Recovery Plant,30.928333,-85.426111
56523,Two Pine Landfill Gas Recovery,34.8332,-92.157103
56524,Austin Gas Recovery,30.3344,-97.6217
56525,Timberline Trail Gas Recovery,45.4533,-91.3583
56526,Chaffee Gas Recovery,42.5831,-78.4864
56527,Fitchburg Gas Recovery,42.535393,-71.848058
56528,Skyline Gas Recovery,32.5397,-96.6653
56529,Five Oaks Gas Recovery,39.5678,-89.3683
56530,DADS Gas Recovery,39.6522,-104.7161
56531,Waste Management Bethel LFGTE,37.076352,-76.444373
56532,Colusa Generating Station,39.3661,-122.27
56533,Bradley Gas Recovery,34.2356,-118.3806
56534,El Sobrante Gas Recovery,33.793842,-117.475112
56535,Waste Management Simi Valley LFGTE,34.2822,-118.7944
56536,Cow Branch Wind Power LLC,40.4535,-95.4683
56537,CR Clearing LLC,40.2572,-94.6722
56538,Loess Hills Wind Farm LLC,40.4144,-95.54
56539,Clark-Floyd Landfill Gas Generating,38.4564,-85.8375
56540,Galena 2 Geothermal Power Plant,39.373189,-119.764507
56541,Galena 3 Geothermal Power Plant,39.388722,-119.748908
56542,Kasidaya Creek Hydro,59.4072,-135.3408
56543,Eastridge Wind Project,43.9358,-95.9222
56544,Windom Wind Project,43.9578,-95.1306
56545,Seneca City of,34.6875,-82.9525
56546,Cornelius Delivery No 1,35.4869,-80.8558
56547,Bostic Delivery No 2,35.3619,-81.8344
56548,Drexel Operations Center,35.7481,-81.6072
56549,Granite Falls Walmart,35.7811,-81.3928
56550,Huntersville Delivery No 2,35.3833,-80.8328
56551,Landis Delivery No 2,35.5406,-80.6117
56552,Statesville Delivery No 3,35.7972,-80.8542
56553,Catawba River Pollution Control,35.7766,-81.6643
56554,Salt Lake Energy Systems,40.7461,-112.0339
56555,Wind Capital Holdings LLC,40.1006,-94.4869
56556,PPS Power Plant No 1,37.03385,-88.615862
56557,EXC Wind 1 LLC,36.4983,-101.4958
56558,EXC Wind 2 LLC,36.4886,-101.4597
56559,EXC Wind 3 LLC,36.4417,-101.3497
56560,EXC Wind 4 LLC,36.4144,-101.3864
56561,EXC Wind 5 LLC,36.4453,-101.8761
56562,EXC Wind 6 LLC,36.4669,-101.8222
56563,Peetz Table Wind Energy,40.986,-103.436
56564,John W Turk Jr Power Plant,33.649722,-93.811944
56565,J Lamar Stall Unit,32.51947,-93.760125
56566,Castle Creek Hydroplant,39.195,-106.835
56568,Nellis Air Force Base Solar Array,36.260278,-115.0544
56569,Niland Gas Turbine Plant,33.238842,-115.504456
56570,Terra-Gen VG Wind LLC,35.1161,-118.3789
56571,Eastern Landfill Gas LLC,39.3908,-76.4042
56572,Bethlehem Renewable Energy LLC,40.621582,-75.310236
56573,FPL Energy Oliver Wind II LLC,47.152847,-101.197716
56575,Steel Winds Wind Farm,42.8167,-78.8675
56577,Shane's Wind Machine,44.1508,-96.1361
56578,Roadrunner I LLC,44.290556,-96.433333
56579,Windy Dog I LLC,44.2851,-96.4257
56580,Blue Breezes LLC,43.6558,-94.1536
56581,Blue Breezes II LLC,43.6558,-94.1564
56582,Breezy Bucks II LLC,44.3144,-96.3317
56583,Salty Dog I LLC,44.287778,-96.433333
56584,Salty Dog II LLC,44.314722,-96.325833
56585,Wallys Wind Farm LLC,44.2851,-96.43325
56586,Sunset Breeze LLC,43.5811,-95.78
56587,Minnesota Breeze LLC,43.5833,-95.7781
56588,G Flow Wind LLC,43.586111,-95.776111
56589,Wolf Wind Enterprises LLC,43.581111,-95.775833
56590,Green Acres Breeze LLC,43.586111,-95.780278
56591,Horseshoe Bend Wind Park,47.4983,-111.4392
56592,Champion Wind Farm LLC,32.3983,-100.6481
56593,Roscoe Wind Farm LLC,32.4694,-100.6664
56594,Munnsville Wind Farm LLC,42.9086,-75.5697
56595,Breezy Bucks I LLC,44.3197,-96.3317
56596,Wygen III,44.2919,-105.3806
56597,Elm Street Substation Generators,37.7814,-90.4156
56598,Walton Street Substation,37.7881,-90.4336
56599,Jefferson Street Substation,37.7694,-90.4258
56600,Overall Road Station,37.7608,-90.4526
56602,Snyder Wind Farm,32.739294,-100.738949
56603,San Jacinto County Peaking Facility,30.4193,-95.0118
56604,Hardin County Peaking Facility,30.3038,-94.2526
56605,Langdon Wind  LLC,48.63,-98.315
56606,Culbertson Generation Station,48.21,-104.391667
56607,Prairie Winds ND1,47.933621,-101.269189
56608,Prairie Winds SD1,43.886389,-98.7875
56609,Dry Fork Station,44.388889,-105.460833
56610,Deer Creek Station,44.290833,-96.526667
56611,Sandy Creek Energy Station,31.474378,-96.957149
56613,Logan Wind Energy,40.941,-103.259
56614,Old Trail Wind Farm,40.4792,-88.7989
56615,Rancho Penasquitos,32.93695,-117.113669
56616,Novo BioPower Plant,34.503158,-110.334953
56617,Fenton Wind Farm,43.852778,-96.018333
56618,Noble Clinton Windpark LLC,44.8914,-74.0061
56619,Noble Ellenburg Windpark LLC,44.8914,-74.0061
56620,Noble Bliss Windpark LLC,42.5367,-78.3047
56621,Sleeping Bear LLC,36.640278,-99.500556
56622,Providence Heights Wind LLC,41.2294,-89.5572
56623,Elkhorn Valley Wind Farm,45.085221,-117.816273
56624,BC Energy LLC,43.6183,-95.4253
56625,KC Energy LLC,43.6292,-95.4169
56626,K&D Energy LLC,43.6181,-95.4172
56627,KSS Turbines LLC,43.6247,-95.4314
56628,Prairie Wind Power LLC,43.5958,-95.3833
56629,Waterbury Generation,41.5444,-73.0417
56630,Taconite Ridge 1 Wind Energy Center,47.5747,-92.5917
56631,Turlock Irrigation District Fuel Cell,37.4833,-120.8675
56633,Dutch Hill Wind Project,42.5456,-77.4967
56634,Cohocton Wind Project,42.45,-77.52
56635,Harvest Windfarm LLC,43.83,-83.2064
56636,Hot Springs Windfarm LLC,43.0272,-115.4656
56637,Bennett Creek Windfarm LLC,43.0536,-115.4803
56638,Buffalo Gap 3 Wind Farm,32.2878,-100.1
56639,Midway Peaking LLC,36.654114,-120.579727
56640,Camp Grove Wind Farm,41.090583,-89.639811
56642,Ely Energy Center,39.5,-114.783333
56643,St Paul Cogeneration,44.942889,-93.096559
56644,Stanton Wind Energy LLC,32.2353,-101.8367
56645,Osceola Windpower LLC,43.4303,-95.4167
56646,Chandler Hills Wind Farm,43.917,-95.954
56647,Butler Ridge,43.400278,-88.481111
56648,Majestic 1 Wind Farm,35.3919,-101.53
56649,South Trent Wind Farm,32.4081,-100.1286
56650,Wessington Springs,44.0025,-98.590833
56651,North Allegheny Windpower Project,40.4381,-78.5436
56653,Crescent Ridge II Wind Energy Project,41.221389,-89.601666
56654,Hatchet Ridge Wind Project,40.8981,-121.8036
56655,Seldom Seen Wind LLC,40.695833,-78.663055
56656,Aragonne Mesa Phase II,34.842778,-104.976111
56657,Lancaster Wind Farm Project,42.353889,-89.587777
56658,Majestic 2 Wind Farm,35.392222,-101.585833
56659,Michigan Wind 2,43.663056,-82.746944
56660,Alliant 1 Wind,42.739167,-93.200833
56661,Pattern Gulf Wind,27.0011,-97.5994
56662,Texas Gulf Wind 2,27.001111,-97.599444
56663,El Paso Wind Project,40.72,-89.082777
56665,Dempsey Ridge Wind Farm,35.529778,-99.814456
56666,Goodnoe Hills,45.781825,-120.521151
56667,Lanai Solar-Electric Plant,20.7667,-156.9233
56668,NIH Cogeneration Facility,39,-77.0939
56669,Tatanka Wind Power LLC,45.959325,-98.946325
56670,Velva Windfarm LLC,48.083625,-100.9215
56671,Longview Power Plant,39.707893,-79.958974
56673,Whirlwind Energy Center,34.105,-101.0986
56674,Winchester Power Park,30.0381,-96.9875
56675,Plant Washington,33.064722,-82.745
56676,Margarita Energy Center,33.549444,-117.627777
56677,Charles City Wind Farm,43.0003,-92.62
56679,Benton County Wind Farm,40.695,-87.4886
56680,Wicomico,38.3847,-75.6344
56681,Amelia,37.3097,-78.0589
56682,Brunswick Landfill Gas,36.7639,-77.8108
56683,Charles City,37.438889,-77.128611
56684,Chesterfield Landfill Gas,37.3517,-77.4969
56686,King & Queen,37.6711,-76.76
56687,Mountain View,39.8014,-77.7883
56688,New Bern,35.1681,-77.2267
56690,Pine Grove,40.5553,-76.3886
56692,Rockville 1 & 2,37.7036,-77.6639
56693,Virginia Beach,36.7858,-76.2019
56694,Russell D Smith,46.7392,-119.1122
56695,Summer Falls Power Plant,47.5025,-119.2917
56696,Eltopia Branch Canal 4.6,46.378381,-119.254522
56697,Potholes East Canal 66.0,46.378469,-119.254443
56698,Main Canal Headworks,47.6164,-119.2992
56699,Forward Windpower LLC,40.0853,-78.8633
56700,Lookout Windpower LLC,39.8794,-78.9183
56701,Haworth Water Treatment Plant,39.451944,-75.099722
56702,Tuolumne Wind Project,45.8797,-120.8072
56703,Lyons Falls Hydroelectric,43.61863,-75.358577
56704,Gouldtown,43.612619,-75.339072
56705,Kosterville,43.614218,-75.332705
56706,Ampersand Chowchilla Biomass LLC,37.106668,-120.248504
56707,El Nido Facility,37.1867,-120.4903
56708,CFB Power Plant,28.650278,-96.539722
56709,Christoffer Wind Energy I LLC,43.6256,-95.3725
56710,Christoffer Wind Energy II LLC,43.6256,-95.3672
56711,Christoffer Wind Energy III LLC,43.6256,-95.3619
56712,Christoffer Wind Energy IV LLC,43.6256,-95.3567
56750,Jeffers Wind 20 LLC,44.057778,-95.2525
56751,Spanish Fork Wind Park 2 LLC,40.071389,-111.582222
56752,Mountain Wind Power  LLC,41.288056,-110.480741
56753,Mountain Wind Power II  LLC,41.263889,-110.544444
56754,Goat Wind LP,31.951944,-100.791389
56755,Odin Wind Farm LLC,43.8953,-94.9142
56763,Capricorn Ridge Wind LLC,31.9261,-100.9281
56764,Winnebago Wind Power Project,43.315,-93.77
56765,Barton Windpower LLC,43.393,-93.091
56767,Farmers City Wind LLC,40.575,-95.5228
56768,CalRenew-1,36.7575,-120.3658
56770,Locust Ridge II LLC,40.8411,-76.1547
56771,Silver Star I Wind Power Project,32.338611,-98.476111
56773,McAdoo Wind Energy LLC,33.752201,-100.967402
56774,Turkey Track Wind  Energy LLC,32.1981,-100.2686
56775,Scurry County Wind II,32.718056,-100.793333
56776,Gunsight Mountain Wind Energy LLC,32.240278,-101.473611
56777,Fowler Ridge Wind Farm LLC,40.583889,-87.3336
56779,Sherbino I Wind Farm,30.807272,-102.355628
56781,Evergreen BioPower LLC,44.770792,-122.611974
56782,Diamond Willow Wind Facility,46.2753,-104.1836
56783,Elbow Creek Wind Project LLC,32.1408,-101.3986
56784,Cloud County Wind Farm,39.4375,-97.6644
56785,Virginia Tech Power Plant,37.2319,-80.4211
56786,Spiritwood Station,46.926423,-98.499713
56787,Geismar Cogen,30.209,-90.9921
56789,Pebble Springs Wind LLC,45.7119,-120.125
56790,Hay Canyon Wind Power LLC,45.52,-120.5744
56791,Dillon Wind LLC,33.9393,-116.5527
56792,Buffalo Ridge I LLC,44.4328,-96.4779
56793,Elm Creek Wind LLC,43.7542,-94.9497
56794,Moraine II Wind LLC,44.1238,-96.0784
56795,Penascal Wind Power LLC,27.0702,-97.5077
56796,South Chestnut LLC,39.7513,-79.7271
56797,Pioneer Prairie Wind Farm,43.4839,-92.6131
56798,Kleen Energy Systems Project,41.553227,-72.596867
56799,Greenland Energy Center,30.159131,-81.518415
56800,Hull Wind II,42.261111,-70.856389
56803,Panoche Energy Center,36.6514,-120.5833
56804,Red Hills Wind Project LLC,35.535,-99.3828
56805,EcoGrove Wind LLC,42.451481,-89.878428
56806,Cedar Bayou 4,29.751645,-94.92312
56807,Bear Garden,37.695556,-78.285278
56808,Virginia City Hybrid Energy Center,36.916389,-82.338055
56809,Carroll Wind Farm,42.1622,-94.93
56810,Adair Wind Farm,41.4236,-94.665
56811,Walnut Wind Farm,41.4517,-95.2383
56812,Solana Generating Station,32.922294,-112.95594
56813,CSU Fresno Solar Project,36.809841,-119.741665
56814,ELACC Photovoltaic Power Facility,34.040278,-118.148056
56815,Denver Int Airport,39.836789,-104.697149
56818,Central Plains Wind Farm,38.503167,-101.161472
56819,Flat Ridge Wind Farm,37.369167,-98.460278
56820,Britton Powerhouse,41.021389,-121.675
56821,Chalk Mountain Powerhouse,40.988056,-121.768333
56822,Rock Creek Dam,39.986944,-121.283055
56823,Hackberry Wind Farm,32.7683,-99.4228
56824,Marshall Wind 2 LLC,44.3236,-95.8222
56825,Marshall Wind 3 LLC,44.3211,-95.7942
56826,Marshall Wind 4 LLC,44.3361,-95.8242
56827,Marshall Wind 5 LLC,44.3303,-95.8344
56828,Marshall Wind 6 LLC,44.3308,-95.8297
56829,Kibby Wind Power Project,45.3853,-70.5258
56831,Crane Creek Wind Energy Center,43.397778,-92.473611
56832,North Brawley Geothermal Plant,33.0139,-115.5439
56833,OREG 1 Inc,48.2139,-104.3975
56834,High Plains Wind Power LLC,35.3503,-101.54
56835,EXC Wind 11 LLC,35.8119,-101.9789
56836,EXC Wind 10 LLC,35.8081,-101.9986
56837,EXC Wind 9 LLC,35.9614,-101.8033
56838,EXC Wind 8 LLC,36.0075,-101.8614
56839,EXC Wind 7 LLC,36.0264,-101.9
56840,Marshall Wind 1 LLC,44.3253,-95.8142
56841,Glenrock,43.0181, 
56842,Rolling Hills,43.0572,-105.8543
56843,Seven Mile Hill,41.9203,-106.3758
56846,CPV St Charles Energy Center,38.5686,-76.8919
56847,Plainfield Renewable Energy LLC,41.664376,-71.92418
56848,Haverhill North Cogeneration Facility,38.596657,-82.828642
56849,Woodfin,35.65,-82.5575
56850,Lanchester Generating Station,40.1108,-75.9547
56851,South Kent Generating Station,42.7814,-85.6728
56852,White Feather Generating Station,43.8983,-83.9494
56853,Trans-Jordan Generating Station,40.55,-112.0631
56854,Wheat Field Wind Power Project,45.675804,-120.31832
56855,Arlington Wind Power Project,45.7167,-120.2008
56856,Rail Splitter Wind Farm,40.3692,-89.4022
56857,Marble River Wind Farm,44.975833,-73.929722
56858,Sagebrush Power Partners,47.1356,-120.6872
56859,Crosswind Energy Project,43.0475,-94.9228
56860,Hardin Hilltop Wind LLC,42.0822,-94.365
56862,Bolthouse S&P and Rowen Farms Solar,34.5644,-117.6933
56863,Model Gas Power Station,39.8908,-83.0272
56864,Covel Gardens Gas Recovery,29.3467,-98.6536
56865,Ottawa County Project,41.5283,-83.0353
56866,Middle Point Landfill Gas Recovery,35.9342,-86.3756
56867,Roberts Road Power Plant,33.4878,-84.4406
56868,Carbon Limestone,40.9975,-80.5208
56869,Loraine County Project,41.3006,-82.1803
56870,Taylor,32.4522,-84.3872
56871,Zion Landfill Gas to Energy Facility,42.4803,-87.8861
56872,Meldahl Hydroelectric Project,38.791431,-84.172982
56873,SECCRA Community Landfill,39.8639,-75.8428
56874,Shiloh Wind Project 2 LLC,38.1711,-121.8461
56875,Sacramento Soleil LLC,38.44979,-121.16469
56876,Wapsipinicon Wind Project,43.8006,-92.6822
56877,Hall's Warehouse Solar Project,40.573708,-74.394414
56878,Hoosier Wind Project LLC,40.7178,-87.2631
56879,Flat Ridge Wind Energy LLC,37.3764,-98.4583
56880,OREG 2 Inc,48.2142,-104.3975
56883,Pennsauken Solar,39.9894,-75.04
56884,Cumberland County Solid Waste Complex,39.4494,-75.0928
56885,Maidencreek Biomass Plant,40.478056,-75.968055
56886,Jersey Shore Steel Co,41.136389,-77.447222
56887,Cumberland County PA LFG Recovery,40.1356,-77.5072
56888,Warren County Solar,40.788957,-75.10697
56889,PPL Renewable Energy Merck Solar,40.727386,-74.3783
56890,Norther Tier Landfill,41.7792,-76.6258
56891,Moretown,44.312222,-72.711389
56892,Silver Creek Lift Station,35.7386,-81.7114
56893,Chester Diversion Hydroelectric Project,44.018333,-111.583611
56894,Ameresco Stafford,38.384167,-77.413056
56895,Ameresco Ox Mountain,37.5,-122.4
56896,Ameresco Jefferson City,38.552371,-92.04493
56897,Ameresco Keller Canyon,38.003928,-121.934491
56898,Ameresco Chiquita Canyon,34.431664,-118.642855
56899,IRC Generator Facility,36.9708,-112.5264
56900,Atlantic City Convention Center,39.3639,-74.4408
56901,Noble Altona Windpark LLC,44.8216,-73.6509
56902,Noble Wethersfield Windpark LLC,42.6697,-78.2278
56903,Noble Bellmont Windpark LLC,44.890833,-73.985833
56904,Noble Chateaugay Windpark LLC,44.8917,-74.0299
56905,Noble Great Plains Windpark LLC,36.4964,-101.3917
56908,Dave Gates Generating Station,46.104713,-112.876605
56909,Gap Pacific Distribution Center,36.7839,-119.7094
56911,Broad Mountain,40.669608,-76.380716
56912,Langdon Wind II LLC,48.6292,-98.3164
56913,Osceola Windpower II,43.4303,-95.4167
56914,Orange Grove Peaking Facility,33.3594,-117.1114
56915,SAS Solar Farm,35.8136,-78.7503
56917,"Imperial Valley Solar, LLC",32.671099,-115.587265
56919,FPL Energy Ashtabula Wind LLC,47.1294,-97.8853
56920,EC&R Panther Creek Wind Farm I,32.100823,-101.451385
56921,EC&R Panther Creek Wind Farm II,31.9361,-101.2983
56922,WWRF Solar Plant,39.522904,-107.81341
56923,FPL Energy Crystal Lake Wind LLC,43.2125,-93.8311
56924,FPL Energy Story Wind LLC,42.1044,-93.2722
56925,FPL Energy Crystal Lake Wind II LLC,43.273731,-93.800002
56926,Painted Hills IV Wind,33.925727,-116.616666
56928,Fairfield University CHP Plant,41.1589,-73.2572
56929,DeSoto Next Generation Solar Energy,27.3232,-81.8019
56930,Space Coast Next Gen Solar Energy,28.4586,-80.6811
56931,Aspen Biomass Power Plant,31.365833,-94.743611
56932,Biotech LS 0836,46.7331,-117.1583
56933,Threemile Canyon Wind I LLC,45.6758,-119.9375
56934,Cassia Wind Farm LLC,42.8444,-115.0369
56935,Cassia Gulch Wind Park LLC,42.8744,-115.0172
56936,Brookfield Power Glen Falls Hydro,43.308505,-73.636584
56937,Fairbanks Morse Engine,42.51846,-89.0287
56938,SunEdison LV Sutton Plant Site,34.2867,-77.9814
56939,NRG Solar Blythe LLC,33.5917,-114.7444
56940,CPV Valley Energy Center,41.4122,-74.4378
56941,Grand Ridge Wind Energy Center,41.2269,-88.6836
56942,Forward Wind Energy Center,43.6161,-88.4969
56944,CM10,35.7881,-114.9933
56945,High Lonesome Mesa  LLC,34.466667,-105.9625
56946,Buffalo Bear LLC,36.7767,-99.6353
56947,Elkhorn Ridge Wind LLC,42.6978,-97.6189
56948,Coolidge Generation Station,32.917399,-111.503327
56951,Enoree Phase II Landfill Gas Recovery,34.8008,-82.1847
56952,Willow Creek Energy Center,45.6533,-119.9914
56953,High Sheldon Wind Farm,42.7794,-78.4269
56954,Gastonia Prime Power Park,35.3017,-81.2092
56955,Helms Energy Center,36.549167,-120.111111
56956,Bull Creek Wind,32.929014,-101.578617
56957,"Pioneer Crossing Energy, LLC",40.275,-75.8167
56958,DANC LFGTE Facility,43.82,-75.9175
56959,Ocotillo Windpower,32.1217,-101.3853
56960,Happy Jack Windpower Project,41.139722,-104.997778
56961,Notrees Windpower,31.995,-102.828333
56962,Iredell County LFG Facility,35.769281,-80.826001
56963,West Deptford Energy Station,39.8414,-75.2214
56964,Bayonne Energy Center,40.652834,-74.09155
56966,QVC Inc,35.9222,-77.6731
56967,Butter Creek Power LLC,45.7017,-119.4222
56968,Big Top LLC,45.655,-119.4647
56969,Four Corners Windfarm LLC,45.7286,-119.4181
56970,Four Mile Canyon Windfarm LLC,45.6447,-119.4533
56971,Oregon Trail Windfarm LLC,45.7122,-119.4044
56972,Pacific Canyon Windfarm LLC,45.6542,-119.4869
56973,Sand Ranch Windfarm LLC,45.6447,-119.4767
56974,Wagon Trail LLC,45.6531,-119.4625
56975,Ward Butte Windfarm LLC,45.6967,-119.4097
56976,Solar Photovoltaic Project #01,34.073206,-117.512842
56977,Mason County LFGTE,38.5858,-83.7242
56978,Sears Hydroelectric Plant,41.4614,-90.5803
56979,EC&R Panther Creek Wind Farm III,31.9925,-101.1167
56980,Stony Creek Wind Farm LLC,40.0311,-78.8153
56981,Pyron Wind Farm LLC,32.5886,-100.6728
56982,NGP Blue Mountain I LLC,40.9961,-118.1414
56983,EC&R Papalote Creek I LLC,27.9386,-97.4586
56984,Inadale Wind Farm LLC,32.4969,-100.5797
